,Address,Sale Date,Sale Price,salePrice_numeric,price_SF,Square Ft ,Year  Built ,full_address,Address_URL,url,lat,long
148,2400 CAMPBELLTON RD SW # H4,2/27/23,"$128,500.00 ",128500,111.7391304,1150,1955,"2400 CAMPBELLTON RD SW # H4 Fulton County, GA","2400%20CAMPBELLTON%20RD%20SW%20#%20H4%20Fulton%20County,%20GA","https://www.google.com/maps/search/2400%20CAMPBELLTON%20RD%20SW%20#%20H4%20Fulton%20County,%20GA",33.7027415,-84.4652574
149,640 BROWNLEE RD SW,2/27/23,"$288,455.00 ",288455,186.9442644,1543,1955,"640 BROWNLEE RD SW Fulton County, GA","640%20BROWNLEE%20RD%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/640%20BROWNLEE%20RD%20SW%20Fulton%20County,%20GA",33.7380999,-84.4956502
150,3134 WEST ROXBORO RD NE,2/27/23,"$625,000.00 ",625000,286.8288206,2179,1945,"3134 WEST ROXBORO RD NE Fulton County, GA","3134%20WEST%20ROXBORO%20RD%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/3134%20WEST%20ROXBORO%20RD%20NE%20Fulton%20County,%20GA",33.8401223,-84.3506105
152,8215 ROSWELL RD 200,2/27/23,"$1,475,000.00 ",1475000,151.2510254,9752,0,"8215 ROSWELL RD 200 Fulton County, GA","8215%20ROSWELL%20RD%20200%20Fulton%20County,%20GA","https://www.google.com/maps/search/8215%20ROSWELL%20RD%20200%20Fulton%20County,%20GA",33.978632,-84.3490833
153,6605 ENCORE BLVD,2/27/23,"$728,000.00 ",728000,331.5118397,2196,2018,"6605 ENCORE BLVD Fulton County, GA","6605%20ENCORE%20BLVD%20Fulton%20County,%20GA","https://www.google.com/maps/search/6605%20ENCORE%20BLVD%20Fulton%20County,%20GA",33.937254,-84.3638061
155,2848 NORTH HILLS DR NE,2/27/23,"$1,350,000.00 ",1350000,508.4745763,2655,1935,"2848 NORTH HILLS DR NE Fulton County, GA","2848%20NORTH%20HILLS%20DR%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/2848%20NORTH%20HILLS%20DR%20NE%20Fulton%20County,%20GA",33.8323735,-84.3723577
156,162 LA BLANC WAY,2/27/23,"$307,000.00 ",307000,245.2076677,1252,1970,"162 LA BLANC WAY Fulton County, GA","162%20LA%20BLANC%20WAY%20Fulton%20County,%20GA","https://www.google.com/maps/search/162%20LA%20BLANC%20WAY%20Fulton%20County,%20GA",33.8179594,-84.4232749
157,1150 COLLIER RD NW # 10C,2/27/23,"$250,000.00 ",250000,232.9916123,1073,1971,"1150 COLLIER RD NW # 10C Fulton County, GA","1150%20COLLIER%20RD%20NW%20#%2010C%20Fulton%20County,%20GA","https://www.google.com/maps/search/1150%20COLLIER%20RD%20NW%20#%2010C%20Fulton%20County,%20GA",33.8099124,-84.4240625
158,2264 DEFOORS FERRY RD NW,2/27/23,"$525,000.00 ",525000,236.0611511,2224,1984,"2264 DEFOORS FERRY RD NW Fulton County, GA","2264%20DEFOORS%20FERRY%20RD%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/2264%20DEFOORS%20FERRY%20RD%20NW%20Fulton%20County,%20GA",33.8168581,-84.4318933
159,1630 MARY GEORGE AVE NW,2/27/23,"$122,500.00 ",122500,116.0037879,1056,1960,"1630 MARY GEORGE AVE NW Fulton County, GA","1630%20MARY%20GEORGE%20AVE%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1630%20MARY%20GEORGE%20AVE%20NW%20Fulton%20County,%20GA",33.8010874,-84.4624786
160,1969 SPRING CIR NW,2/27/23,"$850,000.00 ",850000,266.2907268,3192,1928,"1969 SPRING CIR NW Fulton County, GA","1969%20SPRING%20CIR%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1969%20SPRING%20CIR%20NW%20Fulton%20County,%20GA",33.8090764,-84.4847027
162,89 MANGUM ST SW # 220,2/27/23,"$215,000.00 ",215000,259.6618357,828,2006,"89 MANGUM ST SW # 220 Fulton County, GA","89%20MANGUM%20ST%20SW%20#%20220%20Fulton%20County,%20GA","https://www.google.com/maps/search/89%20MANGUM%20ST%20SW%20#%20220%20Fulton%20County,%20GA",33.7521318,-84.4004813
163,898 OAK ST # 1223,2/27/23,"$160,000.00 ",160000,229.8850575,696,2006,"898 OAK ST # 1223 Fulton County, GA","898%20OAK%20ST%20#%201223%20Fulton%20County,%20GA","https://www.google.com/maps/search/898%20OAK%20ST%20#%201223%20Fulton%20County,%20GA",33.7403693,-84.4170917
164,2700 PINE TREE RD # 2112,2/27/23,"$315,000.00 ",315000,278.7610619,1130,2000,"2700 PINE TREE RD # 2112 Fulton County, GA","2700%20PINE%20TREE%20RD%20#%202112%20Fulton%20County,%20GA","https://www.google.com/maps/search/2700%20PINE%20TREE%20RD%20#%202112%20Fulton%20County,%20GA",33.8281148,-84.3583137
165,435 ALDERWOOD ST,2/27/23,"$530,000.00 ",530000,266.8680765,1986,2014,"435 ALDERWOOD ST Fulton County, GA","435%20ALDERWOOD%20ST%20Fulton%20County,%20GA","https://www.google.com/maps/search/435%20ALDERWOOD%20ST%20Fulton%20County,%20GA",33.9380824,-84.3769786
166,1130 PIEDMONT AVE # 405,2/27/23,"$329,000.00 ",329000,416.4556962,790,1988,"1130 PIEDMONT AVE # 405 Fulton County, GA","1130%20PIEDMONT%20AVE%20#%20405%20Fulton%20County,%20GA","https://www.google.com/maps/search/1130%20PIEDMONT%20AVE%20#%20405%20Fulton%20County,%20GA",33.78570501,-84.37897453
167,947 PROSPECT AVE SE,2/27/23,"$695,000.00 ",695000,653.1954887,1064,1955,"947 PROSPECT AVE SE Fulton County, GA","947%20PROSPECT%20AVE%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/947%20PROSPECT%20AVE%20SE%20Fulton%20County,%20GA",33.7286314,-84.3548307
168,1225 MILTON TER SE,2/27/23,"$475,000.00 ",475000,261.707989,1815,2021,"1225 MILTON TER SE Fulton County, GA","1225%20MILTON%20TER%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/1225%20MILTON%20TER%20SE%20Fulton%20County,%20GA",33.7213769,-84.381721
169,120 PARK AVE SE,2/27/23,"$159,000.00 ",159000,227.1428571,700,1928,"120 PARK AVE SE Fulton County, GA","120%20PARK%20AVE%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/120%20PARK%20AVE%20SE%20Fulton%20County,%20GA",33.7117938,-84.3868322
172,1090 KINGSTON DR,2/26/23,"$6,000,000.00 ",6000000,1515.534226,3959,2021,"1090 KINGSTON DR Fulton County, GA","1090%20KINGSTON%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/1090%20KINGSTON%20DR%20Fulton%20County,%20GA",33.9005098,-84.3516991
176,557 NORTH CENTRAL AVE,2/24/23,"$60,000.00 ",60000,13.71742112,4374,0,"557 NORTH CENTRAL AVE Fulton County, GA","557%20NORTH%20CENTRAL%20AVE%20Fulton%20County,%20GA","https://www.google.com/maps/search/557%20NORTH%20CENTRAL%20AVE%20Fulton%20County,%20GA",33.6580622,-84.4070688
178,1821 BREWER BLVD SW,2/24/23,"$382,000.00 ",382000,313.8866064,1217,1958,"1821 BREWER BLVD SW Fulton County, GA","1821%20BREWER%20BLVD%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1821%20BREWER%20BLVD%20SW%20Fulton%20County,%20GA",33.7045194,-84.4122192
179,870 MAYSON TURNER RD NW LOT 1109,2/24/23,"$150,000.00 ",150000,185.1851852,810,2007,"870 MAYSON TURNER RD NW LOT 1109 Fulton County, GA","870%20MAYSON%20TURNER%20RD%20NW%20LOT%201109%20Fulton%20County,%20GA","https://www.google.com/maps/search/870%20MAYSON%20TURNER%20RD%20NW%20LOT%201109%20Fulton%20County,%20GA",33.7558976,-84.4171059
180,988 BYRON DR SW,2/24/23,"$175,000.00 ",175000,126.1715934,1387,1925,"988 BYRON DR SW Fulton County, GA","988%20BYRON%20DR%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/988%20BYRON%20DR%20SW%20Fulton%20County,%20GA",33.71258,-84.4205697
181,1335 EAST WASHINGTON AVE,2/24/23,"$172,000.00 ",172000,153.5714286,1120,1966,"1335 EAST WASHINGTON AVE Fulton County, GA","1335%20EAST%20WASHINGTON%20AVE%20Fulton%20County,%20GA","https://www.google.com/maps/search/1335%20EAST%20WASHINGTON%20AVE%20Fulton%20County,%20GA",33.675868,-84.432655
183,721 BERNICE ST SW,2/24/23,"$338,000.00 ",338000,237.1929825,1425,1930,"721 BERNICE ST SW Fulton County, GA","721%20BERNICE%20ST%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/721%20BERNICE%20ST%20SW%20Fulton%20County,%20GA",33.7356169,-84.4333701
317,12 SPRING LAKE PL NW # 12,2/22/23,"$406,850.00 ",406850,225.0276549,1808,1980,"12 SPRING LAKE PL NW # 12 Fulton County, GA","12%20SPRING%20LAKE%20PL%20NW%20#%2012%20Fulton%20County,%20GA","https://www.google.com/maps/search/12%20SPRING%20LAKE%20PL%20NW%20#%2012%20Fulton%20County,%20GA",33.81168465,-84.41481409
185,950 WEST PEACHTREE ST # 1812,2/24/23,"$539,000.00 ",539000,427.7777778,1260,2006,"950 WEST PEACHTREE ST # 1812 Fulton County, GA","950%20WEST%20PEACHTREE%20ST%20#%201812%20Fulton%20County,%20GA","https://www.google.com/maps/search/950%20WEST%20PEACHTREE%20ST%20#%201812%20Fulton%20County,%20GA",33.78023782,-84.38774095
186,136 PEACHTREE MEMORIAL DR NW,2/24/23,"$325,000.00 ",325000,293.3212996,1108,1975,"136 PEACHTREE MEMORIAL DR NW Fulton County, GA","136%20PEACHTREE%20MEMORIAL%20DR%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/136%20PEACHTREE%20MEMORIAL%20DR%20NW%20Fulton%20County,%20GA",33.8175226,-84.3947438
187,120 BISCAYNE DR # C 10,2/24/23,"$160,000.00 ",160000,154.4401544,1036,1964,"120 BISCAYNE DR # C 10 Fulton County, GA","120%20BISCAYNE%20DR%20#%20C%2010%20Fulton%20County,%20GA","https://www.google.com/maps/search/120%20BISCAYNE%20DR%20#%20C%2010%20Fulton%20County,%20GA",33.81555853,-84.39499353
188,109 MAISON PL NW,2/24/23,"$200,000.00 ",200000,242.7184466,824,1968,"109 MAISON PL NW Fulton County, GA","109%20MAISON%20PL%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/109%20MAISON%20PL%20NW%20Fulton%20County,%20GA",33.816202,-84.4249151
190,1920 MOORES MILL RD NW,2/24/23,"$750,000.00 ",750000,306.372549,2448,1986,"1920 MOORES MILL RD NW Fulton County, GA","1920%20MOORES%20MILL%20RD%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1920%20MOORES%20MILL%20RD%20NW%20Fulton%20County,%20GA",33.8225,-84.4490386
1611,130 HYACINTH AVE NW,1/17/23,"$360,000.00 ",360000,156.5217391,2300,2007,"130 HYACINTH AVE NW Fulton County, GA","130%20HYACINTH%20AVE%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/130%20HYACINTH%20AVE%20NW%20Fulton%20County,%20GA",33.75791202,-84.46170827
192,360 WINDSOR PKY NE,2/24/23,"$1,500,000.00 ",1500000,330.3237172,4541,2016,"360 WINDSOR PKY NE Fulton County, GA","360%20WINDSOR%20PKY%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/360%20WINDSOR%20PKY%20NE%20Fulton%20County,%20GA",33.8811818,-84.3760748
193,6940 ROSWELL RD # F 1,2/24/23,"$230,000.00 ",230000,230,1000,1965,"6940 ROSWELL RD # F 1 Fulton County, GA","6940%20ROSWELL%20RD%20#%20F%201%20Fulton%20County,%20GA","https://www.google.com/maps/search/6940%20ROSWELL%20RD%20#%20F%201%20Fulton%20County,%20GA",33.9439426,-84.3745349
1351,1350 NORTH MORNINGSIDE DR # 5,1/24/23,"$230,000.00 ",230000,425.9259259,540,1940,"1350 NORTH MORNINGSIDE DR # 5 Fulton County, GA","1350%20NORTH%20MORNINGSIDE%20DR%20#%205%20Fulton%20County,%20GA","https://www.google.com/maps/search/1350%20NORTH%20MORNINGSIDE%20DR%20#%205%20Fulton%20County,%20GA",33.79119938,-84.35624406
196,42 BLACKLAND RD NW,2/24/23,"$1,005,000.00 ",1005000,355.878187,2824,1949,"42 BLACKLAND RD NW Fulton County, GA","42%20BLACKLAND%20RD%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/42%20BLACKLAND%20RD%20NW%20Fulton%20County,%20GA",33.8545427,-84.3856504
1214,1377 CARNEGIE AVE,1/27/23,"$19,009.00 ",19009,12.71505017,1495,1940,"1377 CARNEGIE AVE Fulton County, GA","1377%20CARNEGIE%20AVE%20Fulton%20County,%20GA","https://www.google.com/maps/search/1377%20CARNEGIE%20AVE%20Fulton%20County,%20GA",33.68091533,-84.43402585
191,1445 MONROE DR NE # 23F,2/24/23,"$3,039,000.00 ",3039000,2866.981132,1060,1975,"1445 MONROE DR NE # 23F Fulton County, GA","1445%20MONROE%20DR%20NE%20#%2023F%20Fulton%20County,%20GA","https://www.google.com/maps/search/1445%20MONROE%20DR%20NE%20#%2023F%20Fulton%20County,%20GA",33.79447476,-84.36353384
200,82 LARUE PL NW,2/24/23,"$223,000.00 ",223000,234.7368421,950,1968,"82 LARUE PL NW Fulton County, GA","82%20LARUE%20PL%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/82%20LARUE%20PL%20NW%20Fulton%20County,%20GA",33.816673,-84.4248089
203,51 BROWN AVE SE,2/24/23,"$299,500.00 ",299500,290.2131783,1032,1920,"51 BROWN AVE SE Fulton County, GA","51%20BROWN%20AVE%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/51%20BROWN%20AVE%20SE%20Fulton%20County,%20GA",33.7134841,-84.3866679
597,1445 MONROE DR NE # 25E,2/13/23,"$205,000.00 ",205000,284.7222222,720,1975,"1445 MONROE DR NE # 25E Fulton County, GA","1445%20MONROE%20DR%20NE%20#%2025E%20Fulton%20County,%20GA","https://www.google.com/maps/search/1445%20MONROE%20DR%20NE%20#%2025E%20Fulton%20County,%20GA",33.79448136,-84.36355145
205,414 DECKNER AVE SW,2/24/23,"$380,000.00 ",380000,240.6586447,1579,1945,"414 DECKNER AVE SW Fulton County, GA","414%20DECKNER%20AVE%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/414%20DECKNER%20AVE%20SW%20Fulton%20County,%20GA",33.714502,-84.4014459
208,1459 ADELE AVE SW,2/24/23,"$395,000.00 ",395000,314.9920255,1254,1950,"1459 ADELE AVE SW Fulton County, GA","1459%20ADELE%20AVE%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1459%20ADELE%20AVE%20SW%20Fulton%20County,%20GA",33.7524914,-84.4353084
213,296 HEMPHILL SCHOOL RD,2/24/23,"$300,000.00 ",300000,288.4615385,1040,1962,"296 HEMPHILL SCHOOL RD Fulton County, GA","296%20HEMPHILL%20SCHOOL%20RD%20Fulton%20County,%20GA","https://www.google.com/maps/search/296%20HEMPHILL%20SCHOOL%20RD%20Fulton%20County,%20GA",33.7632323,-84.5010479
214,2230 CHESHIRE BRIDGE RD # 405,2/24/23,"$219,900.00 ",219900,288.2044561,763,2005,"2230 CHESHIRE BRIDGE RD # 405 Fulton County, GA","2230%20CHESHIRE%20BRIDGE%20RD%20#%20405%20Fulton%20County,%20GA","https://www.google.com/maps/search/2230%20CHESHIRE%20BRIDGE%20RD%20#%20405%20Fulton%20County,%20GA",33.8160077,-84.3532612
215,6840 PRELUDE DR,2/24/23,"$915,000.00 ",915000,264.7569444,3456,2021,"6840 PRELUDE DR Fulton County, GA","6840%20PRELUDE%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/6840%20PRELUDE%20DR%20Fulton%20County,%20GA",33.9394626,-84.3633905
216,708 HILLPINE DR NE,2/24/23,"$2,400,000.00 ",2400000,635.5932203,3776,2020,"708 HILLPINE DR NE Fulton County, GA","708%20HILLPINE%20DR%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/708%20HILLPINE%20DR%20NE%20Fulton%20County,%20GA",33.7927849,-84.3637481
217,430 LINDBERGH DR NE D 3,2/24/23,"$270,000.00 ",270000,227.2727273,1188,1957,"430 LINDBERGH DR NE D 3 Fulton County, GA","430%20LINDBERGH%20DR%20NE%20D%203%20Fulton%20County,%20GA","https://www.google.com/maps/search/430%20LINDBERGH%20DR%20NE%20D%203%20Fulton%20County,%20GA",33.8219129,-84.3734161
218,565 EAST WESLEY RD NE,2/24/23,"$840,000.00 ",840000,357.1428571,2352,1937,"565 EAST WESLEY RD NE Fulton County, GA","565%20EAST%20WESLEY%20RD%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/565%20EAST%20WESLEY%20RD%20NE%20Fulton%20County,%20GA",33.8304819,-84.369249
219,6851 ROSWELL RD NE H 28,2/24/23,"$235,000.00 ",235000,194.8590381,1206,1964,"6851 ROSWELL RD NE H 28 Fulton County, GA","6851%20ROSWELL%20RD%20NE%20H%2028%20Fulton%20County,%20GA","https://www.google.com/maps/search/6851%20ROSWELL%20RD%20NE%20H%2028%20Fulton%20County,%20GA",33.942256,-84.3708801
220,7200 LANCASTER LOOP,2/24/23,"$325,000.00 ",325000,220.4884668,1474,1970,"7200 LANCASTER LOOP Fulton County, GA","7200%20LANCASTER%20LOOP%20Fulton%20County,%20GA","https://www.google.com/maps/search/7200%20LANCASTER%20LOOP%20Fulton%20County,%20GA",33.9498806,-84.373511
221,55 SILVERWOOD RD NE,2/24/23,"$667,500.00 ",667500,521.484375,1280,1957,"55 SILVERWOOD RD NE Fulton County, GA","55%20SILVERWOOD%20RD%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/55%20SILVERWOOD%20RD%20NE%20Fulton%20County,%20GA",33.8958225,-84.3854511
223,1035 WEST WESLEY RD NW,2/24/23,"$1,805,000.00 ",1805000,345.8516957,5219,1955,"1035 WEST WESLEY RD NW Fulton County, GA","1035%20WEST%20WESLEY%20RD%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1035%20WEST%20WESLEY%20RD%20NW%20Fulton%20County,%20GA",33.8292847,-84.4215749
224,3021 MARGARET MITCHELL DR 10,2/24/23,"$575,000.00 ",575000,240.1837928,2394,1984,"3021 MARGARET MITCHELL DR 10 Fulton County, GA","3021%20MARGARET%20MITCHELL%20DR%2010%20Fulton%20County,%20GA","https://www.google.com/maps/search/3021%20MARGARET%20MITCHELL%20DR%2010%20Fulton%20County,%20GA",33.8375241,-84.4303285
229,2913 KIMMERIDGE DR,2/24/23,"$399,900.00 ",399900,323.5436893,1236,1949,"2913 KIMMERIDGE DR Fulton County, GA","2913%20KIMMERIDGE%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/2913%20KIMMERIDGE%20DR%20Fulton%20County,%20GA",33.6759428,-84.4536879
230,2205 PLANTATION DR,2/24/23,"$280,000.00 ",280000,189.8305085,1475,1961,"2205 PLANTATION DR Fulton County, GA","2205%20PLANTATION%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/2205%20PLANTATION%20DR%20Fulton%20County,%20GA",33.695064,-84.4628033
1510,1445 MONROE DR NE # 3 D,1/19/23,"$460,000.00 ",460000,291.1392405,1580,1975,"1445 MONROE DR NE # 3 D Fulton County, GA","1445%20MONROE%20DR%20NE%20#%203%20D%20Fulton%20County,%20GA","https://www.google.com/maps/search/1445%20MONROE%20DR%20NE%20#%203%20D%20Fulton%20County,%20GA",33.79448136,-84.36355145
1705,1445 MONROE DR NE # F30,1/12/23,"$287,000.00 ",287000,270.754717,1060,1975,"1445 MONROE DR NE # F30 Fulton County, GA","1445%20MONROE%20DR%20NE%20#%20F30%20Fulton%20County,%20GA","https://www.google.com/maps/search/1445%20MONROE%20DR%20NE%20#%20F30%20Fulton%20County,%20GA",33.79448136,-84.36355145
234,6940 ROSWELL RD 23 A,2/24/23,"$240,000.00 ",240000,240,1000,1965,"6940 ROSWELL RD 23 A Fulton County, GA","6940%20ROSWELL%20RD%2023%20A%20Fulton%20County,%20GA","https://www.google.com/maps/search/6940%20ROSWELL%20RD%2023%20A%20Fulton%20County,%20GA",33.9439164,-84.3745277
237,1421 PEACHTREE ST NE # 303,2/24/23,"$165,000.00 ",165000,275,600,1960,"1421 PEACHTREE ST NE # 303 Fulton County, GA","1421%20PEACHTREE%20ST%20NE%20#%20303%20Fulton%20County,%20GA","https://www.google.com/maps/search/1421%20PEACHTREE%20ST%20NE%20#%20303%20Fulton%20County,%20GA",33.7935613,-84.386655
238,145 FIFTEENTH ST NE # 1209,2/24/23,"$325,000.00 ",325000,377.0301624,862,1972,"145 FIFTEENTH ST NE # 1209 Fulton County, GA","145%20FIFTEENTH%20ST%20NE%20#%201209%20Fulton%20County,%20GA","https://www.google.com/maps/search/145%20FIFTEENTH%20ST%20NE%20#%201209%20Fulton%20County,%20GA",33.7883107,-84.3825488
239,950 WEST PEACHTREE ST # 1910,2/24/23,"$363,500.00 ",363500,419.7459584,866,2006,"950 WEST PEACHTREE ST # 1910 Fulton County, GA","950%20WEST%20PEACHTREE%20ST%20#%201910%20Fulton%20County,%20GA","https://www.google.com/maps/search/950%20WEST%20PEACHTREE%20ST%20#%201910%20Fulton%20County,%20GA",33.78023782,-84.38774095
241,361 SEVENTEENTH ST NW # 2318,2/24/23,"$284,900.00 ",284900,321.5575621,886,2005,"361 SEVENTEENTH ST NW # 2318 Fulton County, GA","361%20SEVENTEENTH%20ST%20NW%20#%202318%20Fulton%20County,%20GA","https://www.google.com/maps/search/361%20SEVENTEENTH%20ST%20NW%20#%202318%20Fulton%20County,%20GA",33.7915654,-84.3981417
242,1280 WEST PEACHTREE ST NW # 2703,2/24/23,"$212,500.00 ",212500,275.2590674,772,1989,"1280 WEST PEACHTREE ST NW # 2703 Fulton County, GA","1280%20WEST%20PEACHTREE%20ST%20NW%20#%202703%20Fulton%20County,%20GA","https://www.google.com/maps/search/1280%20WEST%20PEACHTREE%20ST%20NW%20#%202703%20Fulton%20County,%20GA",33.7893934,-84.388618
243,1820 PEACHTREE ST NW UNIT 1705,2/24/23,"$735,000.00 ",735000,427.574171,1719,2010,"1820 PEACHTREE ST NW UNIT 1705 Fulton County, GA","1820%20PEACHTREE%20ST%20NW%20UNIT%201705%20Fulton%20County,%20GA","https://www.google.com/maps/search/1820%20PEACHTREE%20ST%20NW%20UNIT%201705%20Fulton%20County,%20GA",33.805175,-84.3943191
244,1821 FERNWOOD RD NW,2/24/23,"$571,000.00 ",571000,426.43764,1339,1950,"1821 FERNWOOD RD NW Fulton County, GA","1821%20FERNWOOD%20RD%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1821%20FERNWOOD%20RD%20NW%20Fulton%20County,%20GA",33.80459,-84.4081974
245,4637 NORTHSIDE DR SW,2/24/23,"$8,600,000.00 ",8600000,6605.222734,1302,1984,"4637 NORTHSIDE DR SW Fulton County, GA","4637%20NORTHSIDE%20DR%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/4637%20NORTHSIDE%20DR%20SW%20Fulton%20County,%20GA",33.7471057,-84.4057726
246,825 DAVIS DR NW,2/24/23,"$8,600,000.00 ",8600000,579.2415976,14847,1999,"825 DAVIS DR NW Fulton County, GA","825%20DAVIS%20DR%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/825%20DAVIS%20DR%20NW%20Fulton%20County,%20GA",33.8830884,-84.4164947
248,2893 MACON DR SW,2/24/23,"$150,000.00 ",150000,123.9669421,1210,1959,"2893 MACON DR SW Fulton County, GA","2893%20MACON%20DR%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/2893%20MACON%20DR%20SW%20Fulton%20County,%20GA",33.6810978,-84.3887599
250,1125 FERNCLIFF RD NE,2/24/23,"$1,165,000.00 ",1165000,392.7848955,2966,1954,"1125 FERNCLIFF RD NE Fulton County, GA","1125%20FERNCLIFF%20RD%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/1125%20FERNCLIFF%20RD%20NE%20Fulton%20County,%20GA",33.8441605,-84.3507203
251,102 WOODCLIFF DR NE,2/24/23,"$245,000.00 ",245000,167.4641148,1463,1982,"102 WOODCLIFF DR NE Fulton County, GA","102%20WOODCLIFF%20DR%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/102%20WOODCLIFF%20DR%20NE%20Fulton%20County,%20GA",33.977755,-84.3555281
254,795 HAMMOND DR # #2204,2/24/23,"$325,000.00 ",325000,248.2811306,1309,1990,"795 HAMMOND DR # #2204 Fulton County, GA","795%20HAMMOND%20DR%20#%20#2204%20Fulton%20County,%20GA","https://www.google.com/maps/search/795%20HAMMOND%20DR%20#%20#2204%20Fulton%20County,%20GA",33.9174763,-84.3595063
255,750 PARK AVE NE # 30N,2/24/23,"$1,100,000.00 ",1100000,387.0513723,2842,1999,"750 PARK AVE NE # 30N Fulton County, GA","750%20PARK%20AVE%20NE%20#%2030N%20Fulton%20County,%20GA","https://www.google.com/maps/search/750%20PARK%20AVE%20NE%20#%2030N%20Fulton%20County,%20GA",33.8553262,-84.3618812
